example_name,config_index,num_reads,num_sweeps,seed,run_time_s,best_energy_run,success_prob,tts_target_conf,is_solution_best
hypergraph_not_selfdual_2025_09_29_18_45_31_5_0,3,10000,200,0,0.08006025000941008,,0.7081,0.29942166940360837,
hypergraph_not_selfdual_2025_09_29_18_45_33_6_0,0,10000,5,0,0.009328083018772304,,0.0873,0.47026088424819495,
hypergraph_not_selfdual_2025_09_29_18_45_33_6_0,1,10000,20,0,0.023415459087118506,,0.1084,0.9398148581752377,
hypergraph_not_selfdual_2025_09_29_18_45_33_6_0,2,10000,100,0,0.09759295906405896,,0.1643,2.504001605585206,
hypergraph_not_selfdual_2025_09_29_18_45_33_6_0,3,10000,200,0,0.19151754095219076,,0.1805,4.430658932835004,
hypergraph_not_selfdual_2025_09_29_18_45_35_7_0,0,10000,5,0,0.011453208047896624,,0.0883,0.570548727377841,
hypergraph_not_selfdual_2025_09_29_18_45_35_7_0,1,10000,20,0,0.028987625031732023,,0.1528,0.805054676529725,
hypergraph_not_selfdual_2025_09_29_18_45_35_7_0,2,10000,100,0,0.1215602500597015,,0.1965,2.5587828728239033,
hypergraph_not_selfdual_2025_09_29_18_45_35_7_0,3,10000,200,0,0.24054541706573218,,0.2137,4.607632305676003,
hypergraph_not_selfdual_2025_09_29_18_45_36_7_1,0,10000,5,0,0.012702250038273633,,0.0235,2.4598285426818767,
hypergraph_not_selfdual_2025_09_29_18_45_36_7_1,1,10000,20,0,0.030706375022418797,,0.0298,4.674177138928811,
hypergraph_not_selfdual_2025_09_29_18_45_36_7_1,2,10000,100,0,0.12122354202438146,,0.0315,17.44176578044268,
hypergraph_not_selfdual_2025_09_29_18_45_36_7_1,3,10000,200,0,0.23312995804008096,,0.0315,33.54297405137441,
hypergraph_not_selfdual_2025_09_29_18_45_37_8_0,0,10000,5,0,0.02191699994727969,,0.0459,2.14808272907211,
hypergraph_not_selfdual_2025_09_29_18_45_37_8_0,1,10000,20,0,0.0483137919800356,,0.039,5.59297054921735,
hypergraph_not_selfdual_2025_09_29_18_45_37_8_0,2,10000,100,0,0.19184979191049933,,0.0537,16.006717458797368,
hypergraph_not_selfdual_2025_09_29_18_45_37_8_0,3,10000,200,0,0.3732013340340927,,0.0575,29.021854790951007,
hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,0,10000,5,0,0.02004433295223862,,0.0381,2.3763181416822508,
hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,1,10000,20,0,0.047319291974417865,,0.0359,5.960390340936918,
hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,2,10000,100,0,0.18824937497265637,,0.0568,14.824998725619706,
hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,3,10000,200,0,0.3624174580909312,,0.0651,24.793530963272552,
hypergraph_not_selfdual_2025_09_29_18_45_39_9_0,0,10000,5,0,0.034217540989629924,,0.0173,9.029513807943708,
hypergraph_not_selfdual_2025_09_29_18_45_39_9_0,1,10000,20,0,0.07386558305006474,,0.0119,28.414753718234337,
hypergraph_not_selfdual_2025_09_29_18_45_39_9_0,2,10000,100,0,0.2974292499711737,,0.0092,148.1958621763946,
hypergraph_not_selfdual_2025_09_29_18_45_39_9_0,3,10000,200,0,0.5659465829376131,,0.0123,210.58688164428176,
hypergraph_not_selfdual_2025_09_29_18_45_40_9_1,0,10000,5,0,0.03831025003455579,,0.0165,10.603980435341166,
hypergraph_not_selfdual_2025_09_29_18_45_40_9_1,1,10000,20,0,0.08651449996978045,,0.0124,31.930539695857856,
hypergraph_not_selfdual_2025_09_29_18_45_40_9_1,2,10000,100,0,0.3268967499025166,,0.0095,157.71084930785844,
hypergraph_not_selfdual_2025_09_29_18_45_40_9_1,3,10000,200,0,0.6313264999771491,,0.0093,311.1640506102943,
hypergraph_not_selfdual_2025_09_29_18_45_41_5_0,0,10000,5,0,0.003992208978161216,,0.3984,0.036178981197652046,
hypergraph_not_selfdual_2025_09_29_18_45_41_5_0,1,10000,20,0,0.010732667054980993,,0.6066,0.05297915656413977,
hypergraph_not_selfdual_2025_09_29_18_45_41_5_0,2,10000,100,0,0.04492945794481784,,0.6842,0.17950677692765465,
hypergraph_not_selfdual_2025_09_29_18_45_41_5_0,3,10000,200,0,0.08403041691053659,,0.7022,0.3194615518306762,
hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,0,10000,5,0,0.008978667086921632,,0.0873,0.4526456202382344,
hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,1,10000,20,0,0.023254500003531575,,0.1084,0.9333545219610104,
hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,2,10000,100,0,0.09847795800305903,,0.1643,2.526708558888495,
hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,3,10000,200,0,0.19222891598474234,,0.1805,4.447116225085625,
hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,0,10000,5,0,0.011246624984778464,,0.0551,0.9138340769881443,
hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,1,10000,20,0,0.029710790957324207,,0.0775,1.6961299787894804,
hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,2,10000,100,0,0.12291337503120303,,0.1244,4.260853766213918,
hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,3,10000,200,0,0.2409466669196263,,0.1349,7.657160247349602,
hypergraph_not_selfdual_2025_09_29_18_45_46_7_1,0,10000,5,0,0.01285766705404967,,0.0309,1.8864769560402743,
hypergraph_not_selfdual_2025_09_29_18_45_46_7_1,1,10000,20,0,0.03054599999450147,,0.0328,4.217979435641894,
hypergraph_not_selfdual_2025_09_29_18_45_46_7_1,2,10000,100,0,0.12247883400414139,,0.0313,17.73680286592159,
hypergraph_not_selfdual_2025_09_29_18_45_46_7_1,3,10000,200,0,0.2347557080211118,,0.0301,35.37331254823363,
hypergraph_not_selfdual_2025_09_29_18_45_47_8_0,0,10000,5,0,0.02037404105067253,,0.0271,3.41508353203018,
hypergraph_not_selfdual_2025_09_29_18_45_47_8_0,1,10000,20,0,0.047659166040830314,,0.0212,10.242631564457668,
hypergraph_not_selfdual_2025_09_29_18_45_47_8_0,2,10000,100,0,0.19684804196003824,,0.0382,23.274655304193853,
hypergraph_not_selfdual_2025_09_29_18_45_47_8_0,3,10000,200,0,0.3778909998945892,,0.0447,38.05506253222392,
hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,0,10000,5,0,0.02167979208752513,,0.0209,4.72689667527503,
hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,1,10000,20,0,0.0473275410477072,,0.0215,10.027903092692197,
hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,2,10000,100,0,0.19133624993264675,,0.0388,22.266216888266804,
hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,3,10000,200,0,0.3731049159541726,,0.043,39.093011285508574,
hypergraph_not_selfdual_2025_09_29_18_45_49_9_0,0,10000,5,0,0.03599254204891622,,0.0271,6.033046528248757,
hypergraph_not_selfdual_2025_09_29_18_45_49_9_0,1,10000,20,0,0.07758195896167308,,0.0129,27.516953000296215,
hypergraph_not_selfdual_2025_09_29_18_45_49_9_0,2,10000,100,0,0.30123841599561274,,0.0093,148.47240805512908,
hypergraph_not_selfdual_2025_09_29_18_45_49_9_0,3,10000,200,0,0.5803296660305932,,0.0123,215.93878005359713,
hypergraph_not_selfdual_2025_09_29_18_45_50_9_1,0,10000,5,0,0.038220124901272357,,0.0272,6.382552921595852,
hypergraph_not_selfdual_2025_09_29_18_45_50_9_1,1,10000,20,0,0.08213191688992083,,0.0157,23.90156097243559,
hypergraph_not_selfdual_2025_09_29_18_45_50_9_1,2,10000,100,0,0.32679924997501075,,0.0142,105.22925587359993,
hypergraph_not_selfdual_2025_09_29_18_45_50_9_1,3,10000,200,0,0.621772333048284,,0.0118,241.22373905037776,
hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,0,10000,5,0,0.0041947499848902225,,0.4603,0.031321917895167216,
hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,1,10000,20,0,0.0117624580161646,,0.6199,0.055998087917582734,
hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,2,10000,100,0,0.0430002500070259,,0.6807,0.17345766927475695,
hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,3,10000,200,0,0.08655241609085351,,0.7178,0.3150551288286499,
hypergraph_not_selfdual_2025_09_29_18_45_53_6_0,0,10000,5,0,0.008800665964372456,,0.0911,0.42429312049054446,
hypergraph_not_selfdual_2025_09_29_18_45_53_6_0,1,10000,20,0,0.022310458007268608,,0.1047,0.9289943996747574,
hypergraph_not_selfdual_2025_09_29_18_45_53_6_0,2,10000,100,0,0.09352645801845938,,0.1655,2.380605898387142,
hypergraph_not_selfdual_2025_09_29_18_45_53_6_0,3,10000,200,0,0.18277733295690268,,0.1897,4.0015108402354915,
hypergraph_not_selfdual_2025_09_29_18_45_55_7_0,0,10000,5,0,0.012335584033280611,,0.0948,0.5703596974716081,
hypergraph_not_selfdual_2025_09_29_18_45_55_7_0,1,10000,20,0,0.03107291692867875,,0.1571,0.837274721565858,
hypergraph_not_selfdual_2025_09_29_18_45_55_7_0,2,10000,100,0,0.12756250007078052,,0.1979,2.6638931589228974,
hypergraph_not_selfdual_2025_09_29_18_45_55_7_0,3,10000,200,0,0.24923587508965284,,0.2202,4.614762634643962,
hypergraph_not_selfdual_2025_09_29_18_45_56_7_1,0,10000,5,0,0.01275933301076293,,0.0209,2.781947748567509,
hypergraph_not_selfdual_2025_09_29_18_45_56_7_1,1,10000,20,0,0.02975095808506012,,0.0286,4.721661979178381,
hypergraph_not_selfdual_2025_09_29_18_45_56_7_1,2,10000,100,0,0.12055250001139939,,0.0279,19.619487693753314,
hypergraph_not_selfdual_2025_09_29_18_45_56_7_1,3,10000,200,0,0.23465741600375623,,0.0315,33.76274624740987,
hypergraph_not_selfdual_2025_09_29_18_45_57_8_0,0,10000,5,0,0.004483207943849266,,0.9904,0.0044438162524717455,
hypergraph_not_selfdual_2025_09_29_18_45_57_8_0,1,10000,20,0,0.014632000005804002,,0.9916,0.014098235767030263,
hypergraph_not_selfdual_2025_09_29_18_45_57_8_0,2,10000,100,0,0.06232891604304314,,0.9907,0.061361942296941516,
hypergraph_not_selfdual_2025_09_29_18_45_57_8_0,3,10000,200,0,0.12105637497734278,,0.9894,0.12260772222688994,
hypergraph_not_selfdual_2025_09_29_18_45_58_8_1,0,10000,5,0,0.021436457987874746,,0.0275,3.54017632526844,
hypergraph_not_selfdual_2025_09_29_18_45_58_8_1,1,10000,20,0,0.04871466604527086,,0.0253,8.754518375672108,
hypergraph_not_selfdual_2025_09_29_18_45_58_8_1,2,10000,100,0,0.1983989579603076,,0.0278,32.406525297931715,
hypergraph_not_selfdual_2025_09_29_18_45_58_8_1,3,10000,200,0,0.38401208398863673,,0.0284,61.380582971436084,
hypergraph_not_selfdual_2025_09_29_18_45_59_9_0,0,10000,5,0,0.03680120897479355,,0.0278,6.0111168017057555,
hypergraph_not_selfdual_2025_09_29_18_45_59_9_0,1,10000,20,0,0.07807937497273088,,0.0149,23.95190065618408,
hypergraph_not_selfdual_2025_09_29_18_45_59_9_0,2,10000,100,0,0.30385700007900596,,0.0121,114.94464263193814,
hypergraph_not_selfdual_2025_09_29_18_45_59_9_0,3,10000,200,0,0.5803516670130193,,0.0116,229.05921247616658,
hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,0,10000,5,0,0.03859137510880828,,0.0067,26.436391273520893,
hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,1,10000,20,0,0.08365583408158273,,0.0063,60.95786337975292,
hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,2,10000,100,0,0.3288670419715345,,0.0077,195.92862384053728,
hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,3,10000,200,0,0.6291130839381367,,0.0068,424.60459239600465,
hypergraph_not_selfdual_2025_09_29_18_46_01_5_0,0,10000,5,0,0.004547417047433555,,0.4526,0.03475353714614465,
hypergraph_not_selfdual_2025_09_29_18_46_01_5_0,1,10000,20,0,0.011184750008396804,,0.6107,0.05459762874490605,
hypergraph_not_selfdual_2025_09_29_18_46_01_5_0,2,10000,100,0,0.04782300000078976,,0.6819,0.19227787369279048,
hypergraph_not_selfdual_2025_09_29_18_46_01_5_0,3,10000,200,0,0.09365341695956886,,0.7103,0.34812063947311395,
hypergraph_not_selfdual_2025_09_29_18_46_03_6_0,0,10000,5,0,0.00932408298831433,,0.0839,0.49000469599179264,
hypergraph_not_selfdual_2025_09_29_18_46_03_6_0,1,10000,20,0,0.02226195891853422,,0.1021,0.9519347208566205,
hypergraph_not_selfdual_2025_09_29_18_46_03_6_0,2,10000,100,0,0.09278483293019235,,0.1677,2.3277649346545,
hypergraph_not_selfdual_2025_09_29_18_46_03_6_0,3,10000,200,0,0.18086970795411617,,0.178,4.249349691900454,
hypergraph_not_selfdual_2025_09_29_18_46_05_7_0,0,10000,5,0,0.011870624963194132,,0.0582,0.911676347194595,
hypergraph_not_selfdual_2025_09_29_18_46_05_7_0,1,10000,20,0,0.02926904207561165,,0.0745,1.7409832483330556,
hypergraph_not_selfdual_2025_09_29_18_46_05_7_0,2,10000,100,0,0.12363062496297061,,0.1174,4.558981108327218,
hypergraph_not_selfdual_2025_09_29_18_46_05_7_0,3,10000,200,0,0.23798624996561557,,0.1327,7.698002077350132,
hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,0,10000,5,0,0.01234604197088629,,0.022,2.555813353274532,
hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,1,10000,20,0,0.030417833011597395,,0.0258,5.35908537458394,
hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,2,10000,100,0,0.12125362502411008,,0.0312,17.616558374180638,
hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,3,10000,200,0,0.23480391700286418,,0.0283,37.6656616906699,
hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,0,10000,5,0,0.019881166983395815,,0.0432,2.0732404953634993,
hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,1,10000,20,0,0.047964250086806715,,0.0361,6.007538931109858,
hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,2,10000,100,0,0.19593475002329797,,0.0545,16.10082931524768,
hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,3,10000,200,0,0.37765524990390986,,0.0602,28.011231002829632,
hypergraph_not_selfdual_2025_09_29_18_46_08_8_1,0,10000,5,0,0.019671665970236063,,0.0325,2.741881650579692,
hypergraph_not_selfdual_2025_09_29_18_46_08_8_1,1,10000,20,0,0.047494041034951806,,0.0353,6.085967270596353,
hypergraph_not_selfdual_2025_09_29_18_46_08_8_1,2,10000,100,0,0.18770045891869813,,0.0543,15.482613978473953,
hypergraph_not_selfdual_2025_09_29_18_46_08_8_1,3,10000,200,0,0.35933925001882017,,0.0665,24.047589179457077,
hypergraph_not_selfdual_2025_09_29_18_46_09_9_0,0,10000,5,0,0.03552749997470528,,0.0305,5.282040915726251,
hypergraph_not_selfdual_2025_09_29_18_46_09_9_0,1,10000,20,0,0.07725112489424646,,0.0124,28.511638058903632,
hypergraph_not_selfdual_2025_09_29_18_46_09_9_0,2,10000,100,0,0.30070325010456145,,0.0098,140.61153422301078,
hypergraph_not_selfdual_2025_09_29_18_46_09_9_0,3,10000,200,0,0.5758207920007408,,0.0108,244.20438553667645,
hypergraph_not_selfdual_2025_09_29_18_46_10_9_1,0,10000,5,0,0.041504458989948034,,0.0056,34.03561034836062,
hypergraph_not_selfdual_2025_09_29_18_46_10_9_1,1,10000,20,0,0.08254270907491446,,0.0074,51.1777062027578,
hypergraph_not_selfdual_2025_09_29_18_46_10_9_1,2,10000,100,0,0.3283477909862995,,0.0082,183.64504273203323,
hypergraph_not_selfdual_2025_09_29_18_46_10_9_1,3,10000,200,0,0.6319572499487549,,0.0109,265.5395173218666,
hypergraph_not_selfdual_2025_09_29_18_46_11_5_0,0,10000,5,0,0.004155041999183595,,0.3984,0.03765463861893237,
hypergraph_not_selfdual_2025_09_29_18_46_11_5_0,1,10000,20,0,0.010837582987733185,,0.6066,0.05349704811885557,
hypergraph_not_selfdual_2025_09_29_18_46_11_5_0,2,10000,100,0,0.044116250006482005,,0.6842,0.17625776519548694,
hypergraph_not_selfdual_2025_09_29_18_46_11_5_0,3,10000,200,0,0.08423937496263534,,0.7022,0.32025595540553947,
hypergraph_not_selfdual_2025_09_29_18_46_13_6_0,0,10000,5,0,0.008659209008328617,,0.0709,0.54225898607446,
hypergraph_not_selfdual_2025_09_29_18_46_13_6_0,1,10000,20,0,0.02305354189593345,,0.1009,0.9981616180608361,
hypergraph_not_selfdual_2025_09_29_18_46_13_6_0,2,10000,100,0,0.09831145801581442,,0.1643,2.522436567964265,
hypergraph_not_selfdual_2025_09_29_18_46_13_6_0,3,10000,200,0,0.19336525001563132,,0.1853,4.345175022486613,
hypergraph_not_selfdual_2025_09_29_18_46_15_7_0,0,10000,5,0,0.0040408329805359244,,0.9925,0.003803246569814671,
hypergraph_not_selfdual_2025_09_29_18_46_15_7_0,1,10000,20,0,0.012032291968353093,,0.993,0.011167368346013014,
hypergraph_not_selfdual_2025_09_29_18_46_15_7_0,2,10000,100,0,0.05179712502285838,,0.9916,0.04990760527179718,
hypergraph_not_selfdual_2025_09_29_18_46_15_7_0,3,10000,200,0,0.10111854097340256,,0.9915,0.09767165577738654,
hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,0,10000,5,0,0.011937333038076758,,0.0425,1.2658072711479211,
hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,1,10000,20,0,0.029924416914582253,,0.0377,3.5860141338363722,
hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,2,10000,100,0,0.12709412490949035,,0.0398,14.411154893301159,
hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,3,10000,200,0,0.23397804202977568,,0.0396,26.667433388915033,
hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,0,10000,5,0,0.022204042063094676,,0.0286,3.523919495084717,
hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,1,10000,20,0,0.04867266700603068,,0.0204,10.87508690822146,
hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,2,10000,100,0,0.2021028749877587,,0.0429,21.22630165209398,
hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,3,10000,200,0,0.3878357090288773,,0.047,37.100862469697574,
hypergraph_not_selfdual_2025_09_29_18_46_18_8_1,0,10000,5,0,0.022070207982324064,,0.0238,4.21944231783318,
hypergraph_not_selfdual_2025_09_29_18_46_18_8_1,1,10000,20,0,0.04981062491424382,,0.0266,8.508340498233093,
hypergraph_not_selfdual_2025_09_29_18_46_18_8_1,2,10000,100,0,0.19843158300500363,,0.03,30.001148600856546,
hypergraph_not_selfdual_2025_09_29_18_46_18_8_1,3,10000,200,0,0.3799840830033645,,0.0252,68.56146622640671,
hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,0,10000,5,0,0.035653832950629294,,0.013,12.547876399963094,
hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,1,10000,20,0,0.07517383398953825,,0.0137,25.095726796899488,
hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,2,10000,100,0,0.2978527919622138,,0.0104,131.20362719633718,
hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,3,10000,200,0,0.570732833002694,,0.0108,242.04659283795044,
hypergraph_not_selfdual_2025_09_29_18_46_20_9_1,0,10000,5,0,0.037566957995295525,,0.0178,9.632466634475191,
hypergraph_not_selfdual_2025_09_29_18_46_20_9_1,1,10000,20,0,0.0822877079481259,,0.0134,28.089868136947885,
hypergraph_not_selfdual_2025_09_29_18_46_20_9_1,2,10000,100,0,0.3282495839521289,,0.0112,134.21107978744152,
hypergraph_not_selfdual_2025_09_29_18_46_20_9_1,3,10000,200,0,0.6285658329725266,,0.0091,316.6441645626627,
hypergraph_not_selfdual_2025_09_29_18_46_21_5_0,0,10000,5,0,0.00417862506583333,,0.4067,0.03686062900419146,
hypergraph_not_selfdual_2025_09_29_18_46_21_5_0,1,10000,20,0,0.01087045797612518,,0.6191,0.051864229582196573,
hypergraph_not_selfdual_2025_09_29_18_46_21_5_0,2,10000,100,0,0.04283816693350673,,0.6924,0.167332122316182,
hypergraph_not_selfdual_2025_09_29_18_46_21_5_0,3,10000,200,0,0.08080487500410527,,0.7093,0.30119886978488214,
hypergraph_not_selfdual_2025_09_29_18_46_23_6_0,0,10000,5,0,0.008507082937285304,,0.0935,0.39909198304393434,
hypergraph_not_selfdual_2025_09_29_18_46_23_6_0,1,10000,20,0,0.02142908307723701,,0.1035,0.9032335429544351,
hypergraph_not_selfdual_2025_09_29_18_46_23_6_0,2,10000,100,0,0.09071220899932086,,0.161,2.3797099187060415,
hypergraph_not_selfdual_2025_09_29_18_46_23_6_0,3,10000,200,0,0.17596733407117426,,0.1806,4.068418845924961,
hypergraph_not_selfdual_2025_09_29_18_46_25_7_0,0,10000,5,0,0.004078791942447424,,0.9925,0.0038389736816203386,
hypergraph_not_selfdual_2025_09_29_18_46_25_7_0,1,10000,20,0,0.011753708007745445,,0.993,0.010908809983933756,
hypergraph_not_selfdual_2025_09_29_18_46_25_7_0,2,10000,100,0,0.051861291052773595,,0.9916,0.04996943057371218,
hypergraph_not_selfdual_2025_09_29_18_46_25_7_0,3,10000,200,0,0.10142725007608533,,0.9915,0.09796984173737294,
hypergraph_not_selfdual_2025_09_29_18_46_26_7_1,0,10000,5,0,0.011997708003036678,,0.0221,2.4723386551264768,
hypergraph_not_selfdual_2025_09_29_18_46_26_7_1,1,10000,20,0,0.031659457948990166,,0.0283,5.078596846415078,
hypergraph_not_selfdual_2025_09_29_18_46_26_7_1,2,10000,100,0,0.12810020800679922,,0.0311,18.67207876151836,
hypergraph_not_selfdual_2025_09_29_18_46_26_7_1,3,10000,200,0,0.24843441706616431,,0.0317,35.51582657931178,
hypergraph_not_selfdual_2025_09_29_18_46_27_8_0,0,10000,5,0,0.0046410830691456795,,0.9913,0.004504854583129623,
hypergraph_not_selfdual_2025_09_29_18_46_27_8_0,1,10000,20,0,0.014618832967244089,,0.9924,0.013796646594178326,
hypergraph_not_selfdual_2025_09_29_18_46_27_8_0,2,10000,100,0,0.06275245908182114,,0.9927,0.05873836333116643,
hypergraph_not_selfdual_2025_09_29_18_46_27_8_0,3,10000,200,0,0.12076266598887742,,0.9913,0.11721795133718388,
hypergraph_not_selfdual_2025_09_29_18_46_28_8_1,0,10000,5,0,0.021858333027921617,,0.0133,7.518079087016783,
hypergraph_not_selfdual_2025_09_29_18_46_28_8_1,1,10000,20,0,0.0495996669633314,,0.0104,21.848565428740347,
hypergraph_not_selfdual_2025_09_29_18_46_28_8_1,2,10000,100,0,0.19793354196008295,,0.0345,25.962375685795894,
hypergraph_not_selfdual_2025_09_29_18_46_28_8_1,3,10000,200,0,0.3781313329236582,,0.0417,40.88235161336198,
hypergraph_not_selfdual_2025_09_29_18_46_29_9_0,0,10000,5,0,0.03546808403916657,,0.0302,5.326409795588875,
hypergraph_not_selfdual_2025_09_29_18_46_29_9_0,1,10000,20,0,0.07644495798740536,,0.015,23.29300502084673,
