,Example name,#reads,Annealing time $(\mu s)$,Annealing sampling time $(s)$,Success prob,TTS
246,hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,10000,5,1.1717,0.0099,0.054233575968909535
247,hypergraph_not_selfdual_2025_09_29_18_46_35_7_0,10000,200,3.00055,0.9999,0.00015002749999999817
248,hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,10000,5,1.2105,0.0053,0.10490137445806992
249,hypergraph_not_selfdual_2025_09_29_18_45_47_8_0,10000,100,2.13755,0.0078,0.12570949589111968
250,hypergraph_not_selfdual_2025_09_29_18_46_39_9_0,10000,200,3.20575,0.0018,0.8194296451239829
251,hypergraph_not_selfdual_2025_09_29_18_46_31_5_0,10000,200,3.0636,0.1752,0.007324687726701777
252,hypergraph_not_selfdual_2025_09_29_18_46_18_8_1,10000,100,2.13785,0.0173,0.05641476721007716
253,hypergraph_not_selfdual_2025_09_29_18_46_27_8_0,10000,200,3.0186,0.9999,0.00015092999999999818
254,hypergraph_not_selfdual_2025_09_29_18_46_06_7_1,10000,200,3.10555,0.013,0.10929556327889171
255,hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,10000,100,1.98425,0.22,0.003677758572739987
256,hypergraph_not_selfdual_2025_09_29_18_45_59_9_0,10000,100,2.2004,0.0001,10.132709807980678
257,hypergraph_not_selfdual_2025_09_29_18_46_49_9_0,10000,20,1.38015,0.001,0.6352647189458233
258,hypergraph_not_selfdual_2025_09_29_18_45_29_9_0,10000,20,1.3982,0.0,inf
259,hypergraph_not_selfdual_2025_09_29_18_46_58_8_1,10000,200,3.11955,0.0055,0.26048210323680204
260,hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,10000,20,1.29065,0.0161,0.03661917380086897
261,hypergraph_not_selfdual_2025_09_29_18_45_55_7_0,10000,100,2.1011,0.0232,0.041220876134014525
262,hypergraph_not_selfdual_2025_09_29_18_45_26_7_1,10000,200,3.09915,0.0109,0.1302219090254594
263,hypergraph_not_selfdual_2025_09_29_18_46_10_9_1,10000,100,2.1978,0.0112,0.08986122925287744
264,hypergraph_not_selfdual_2025_09_29_18_46_53_6_0,10000,200,3.09025,0.0279,0.050292712170953005
265,hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,10000,5,1.2602,0.0008,0.7251392230692807
266,hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,10000,5,1.264,0.0008,0.7273258038085786
267,hypergraph_not_selfdual_2025_09_29_18_45_30_9_1,10000,100,2.2523,0.0032,0.32361313703280364
268,hypergraph_not_selfdual_2025_09_29_18_45_27_8_0,10000,100,2.18335,0.0024,0.41844282731379423
269,hypergraph_not_selfdual_2025_09_29_18_46_46_7_1,10000,20,1.27775,0.0147,0.039734014796979834
270,hypergraph_not_selfdual_2025_09_29_18_45_26_7_1,10000,20,1.2573,0.0069,0.0836243716733098
271,hypergraph_not_selfdual_2025_09_29_18_46_19_9_0,10000,20,1.38665,0.0,inf
272,hypergraph_not_selfdual_2025_09_29_18_46_23_6_0,10000,20,1.30545,0.0224,0.026536753623275962
273,hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,10000,20,1.2991,0.0508,0.011474997638590768
274,hypergraph_not_selfdual_2025_09_29_18_46_59_9_0,10000,200,3.1941,0.0,inf
275,hypergraph_not_selfdual_2025_09_29_18_46_51_5_0,10000,200,3.0247,0.1982,0.006305796978780361
276,hypergraph_not_selfdual_2025_09_29_18_46_37_8_0,10000,20,1.30525,0.0161,0.037033414638813184
277,hypergraph_not_selfdual_2025_09_29_18_45_57_8_0,10000,20,1.1845,0.9998,6.404485565503294e-05
278,hypergraph_not_selfdual_2025_09_29_18_45_58_8_1,10000,100,2.18195,0.0046,0.21793744240278748
279,hypergraph_not_selfdual_2025_09_29_18_46_38_8_1,10000,5,1.2149,0.0081,0.06879174714377127
280,hypergraph_not_selfdual_2025_09_29_18_46_55_7_0,10000,200,3.0981,0.0177,0.07989060185446956
281,hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,10000,100,2.15885,0.0014,0.7096364800631965
282,hypergraph_not_selfdual_2025_09_29_18_46_26_7_1,10000,100,2.07595,0.0155,0.0611988345139991
283,hypergraph_not_selfdual_2025_09_29_18_46_07_8_0,10000,5,1.172,0.0017,0.31721591097015345
284,hypergraph_not_selfdual_2025_09_29_18_45_53_6_0,10000,100,2.0848,0.0396,0.0237613173641888
285,hypergraph_not_selfdual_2025_09_29_18_46_01_5_0,10000,5,1.092,0.2197,0.0020271325174562294
286,hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,10000,5,1.19935,0.0213,0.025653415932870655
287,hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,10000,5,1.1633,0.0085,0.06275757656742204
288,hypergraph_not_selfdual_2025_09_29_18_46_30_9_1,10000,200,3.19585,0.0,inf
289,hypergraph_not_selfdual_2025_09_29_18_46_37_8_0,10000,100,2.13055,0.0185,0.05254327617688079
290,hypergraph_not_selfdual_2025_09_29_18_46_16_7_1,10000,100,2.08195,0.0135,0.07053977969381625
291,hypergraph_not_selfdual_2025_09_29_18_46_58_8_1,10000,20,1.31275,0.0108,0.05567345110957016
292,hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,10000,20,1.3745,0.0002,3.1645867094489
293,hypergraph_not_selfdual_2025_09_29_18_45_41_5_0,10000,200,3.01625,0.2012,0.0061832511376402575
294,hypergraph_not_selfdual_2025_09_29_18_45_38_8_1,10000,5,1.2072,0.0036,0.15414857174930385
295,hypergraph_not_selfdual_2025_09_29_18_45_49_9_0,10000,200,3.24955,0.0,inf
296,hypergraph_not_selfdual_2025_09_29_18_46_48_8_1,10000,100,2.13165,0.0044,0.2226136047794699
297,hypergraph_not_selfdual_2025_09_29_18_46_25_7_0,10000,20,1.16395,0.9999,5.819749999999929e-05
298,hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,10000,20,1.2935,0.0069,0.08603207250411694
299,hypergraph_not_selfdual_2025_09_29_18_45_45_7_0,10000,200,3.09055,0.0129,0.1096163595676645
300,hypergraph_not_selfdual_2025_09_29_18_45_36_7_1,10000,100,2.0867,0.0675,0.013750380763376249
301,hypergraph_not_selfdual_2025_09_29_18_46_48_8_1,10000,5,1.17585,0.0046,0.11744620254786665
302,hypergraph_not_selfdual_2025_09_29_18_46_00_9_1,10000,200,3.23585,0.0002,7.450074866329736
303,hypergraph_not_selfdual_2025_09_29_18_46_43_6_0,10000,100,2.07065,0.1514,0.005808521527290259
304,hypergraph_not_selfdual_2025_09_29_18_46_03_6_0,10000,5,1.12905,0.0536,0.00943813864121889
305,hypergraph_not_selfdual_2025_09_29_18_45_37_8_0,10000,200,3.11875,0.0136,0.1048859373554604
306,hypergraph_not_selfdual_2025_09_29_18_46_15_7_0,10000,5,1.04815,0.9996,6.169326105375337e-05
307,hypergraph_not_selfdual_2025_09_29_18_46_49_9_0,10000,100,2.2665,0.001,1.0432398547192034
308,hypergraph_not_selfdual_2025_09_29_18_46_41_5_0,10000,100,1.95685,0.9999,9.78424999999988e-05
309,hypergraph_not_selfdual_2025_09_29_18_46_08_8_1,10000,20,1.34665,0.0041,0.1509470864214783
310,hypergraph_not_selfdual_2025_09_29_18_45_48_8_1,10000,200,3.12445,0.002,0.718711528130629
311,hypergraph_not_selfdual_2025_09_29_18_46_45_7_0,10000,100,2.1112,0.0087,0.11126530012203893
312,hypergraph_not_selfdual_2025_09_29_18_46_17_8_0,10000,200,3.12655,0.0082,0.17486805884367781
313,hypergraph_not_selfdual_2025_09_29_18_46_36_7_1,10000,200,3.0717,0.014,0.10033177623724246
314,hypergraph_not_selfdual_2025_09_29_18_46_31_5_0,10000,20,1.2332,0.207,0.002448603241102106
315,hypergraph_not_selfdual_2025_09_29_18_45_51_5_0,10000,20,1.2264,0.2394,0.0020638876397957593
316,hypergraph_not_selfdual_2025_09_29_18_45_50_9_1,10000,20,1.4027,0.0007,0.9224872958208447
317,hypergraph_not_selfdual_2025_09_29_18_46_30_9_1,10000,20,1.4369,0.0017,0.38891428538653033
318,hypergraph_not_selfdual_2025_09_29_18_45_43_6_0,10000,200,3.0976,0.0256,0.05500622770118307
319,hypergraph_not_selfdual_2025_09_29_18_46_20_9_1,10000,100,2.24995,0.002,0.5175518900022431
